City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
2455290,kidal,ML,1643758727,18.4411,1.4078,19.68,13,80,3.61
2643044,margate,GB,1643758761,51.3813,1.3862,11.05,77,100,2.24
2647383,harwich,GB,1643759288,51.9419,1.2844,10.75,75,93,4.47
2449893,tessalit,ML,1643759076,20.1986,1.0114,17.79,18,87,5.99
2304548,anloga,GH,1643759095,5.7947,0.8973,25.12,73,2,2.68
3013633,havre,FR,1643759320,49.5833,0.3333,10.25,100,100,8.23
2361082,dori,BF,1643758828,14.0354,-0.0345,19.48,8,94,4.22
2638419,scarborough,GB,1643759108,54.2797,-0.4044,9.73,81,97,0.45
2654970,brae,GB,1643759195,60.3964,-1.353,2.95,67,100,9.16
2642910,matlock,GB,1643759270,53.1384,-1.5556,10.19,87,100,6.66
2641598,newport,GB,1643759223,51.5877,-2.9984,11.76,88,100,5.26
2644204,livingston,GB,1643759290,55.9029,-3.5226,8.07,83,0,5.66
2460954,araouane,ML,1643759285,18.9048,-3.5265,20.5,15,82,5.65
2291087,bonoua,CI,1643759333,5.2741,-3.595,26.79,89,100,1.96
2450173,taoudenni,ML,1643758794,22.6783,-3.9836,20.91,21,4,5.3
2644037,llangefni,GB,1643759283,53.2556,-4.3106,10.36,90,40,10.29
2521673,archidona,ES,1643759240,37.0965,-4.3887,8.15,86,0,2.28
